stock_code,trading_date,open,high,low,close,volume,missing_ohlc,non_positive_ohlc,high_invalid,low_invalid,ohlc_invalid,zero_volume,missing_volume,hose_disruption,log_close,return,log_return,range_pct,open_close_pct,volatility_5d,volatility_20d,realized_vol_20d,atr_14,atr_14_pct,sma_5,sma_20,ema_5,ema_20,close_vs_sma5,close_vs_sma20,momentum_5d,momentum_20d,traded_value,volume_sma_20,rsi_14,lag_return_1,lag_return_5,vnindex_log_return,vn30_log_return,excess_return_vnindex,excess_return_vn30,target_log_return_1d,target_log_return_5d,target_log_return_20d
VIC,2012-02-07,9.84,10.01,9.59,9.76,74480,0,0,0,0,0,0,0,0,2.278292400425001,-0.008130081300813052,-0.008163310639160759,0.043032786885245894,-0.008130081300813016,0.019879530102340465,0.026928743024368585,0.12350065735370852,0.32245641548940934,0.033038567160800135,9.608,8.605,9.562820369586888,8.834068933579431,0.01582014987510405,0.13422428820453214,0.07370737073707367,0.1873479318734792,726924.7999999999,53787.5,74.23404496853996,0.03411183450686295,0.008839836569141113,0.003371589462810576,0.004103576310870771,-0.011534900101971335,-0.01226688695003153,0.0,-0.017571511529654416,-0.0899964538330833
VIC,2012-02-08,9.67,9.84,9.59,9.76,81410,0,0,0,0,0,0,0,0,2.278292400425001,0.0,0.0,0.025614754098360656,0.009307135470527389,0.01634953936749879,0.026985965190065138,0.12340521616414203,0.3172809572401658,0.03250829479919732,9.675999999999998,8.680000000000001,9.628546913057924,8.922252844667103,0.008681273253410726,0.12442396313364035,0.03609341825902335,0.18159806295399505,794561.6,55920.0,74.23404496853996,-0.008163310639160759,0.0356601803988843,0.02084925202727117,0.025641585435184133,-0.02084925202727117,-0.025641585435184133,0.0,-0.017571511529654416,-0.09900552377544924
VIC,2012-02-09,9.84,9.84,9.76,9.76,44630,0,0,0,0,0,0,0,0,2.278292400425001,0.0,0.0,0.008196721311475417,-0.008130081300813016,0.01654986190148219,0.023755009970364626,0.11406467360430494,0.3003323174372968,0.03077175383578861,9.726,8.774,9.672364608705283,9.002038288032141,0.00349578449516752,0.11237747891497607,0.02628811777076767,0.23857868020304562,435588.8,57358.5,74.23404496853996,0.0,0.00950878796902721,0.00453150899687671,0.008101933678783091,-0.00453150899687671,-0.008101933678783091,-0.009264090959798299,-0.017571511529654416,-0.1080964954767012
VIC,2012-02-10,9.67,9.67,9.51,9.67,103570,0,0,0,0,0,0,0,0,2.269028309465203,-0.009221311475409832,-0.009264090959798299,0.016546018614270956,0.0,0.01775110007179003,0.02391882469841752,0.11432705068056362,0.2967371519060613,0.030686365243646464,9.758000000000001,8.8655,9.671576405803522,9.065653689171937,-0.00901824144291874,0.09074502284135111,0.01682439537329139,0.23341836734693877,1001521.9,61433.0,70.99155284433121,0.0,0.0,0.0,-0.014085350317970757,-0.009264090959798299,0.004821259358172458,-0.04332426080711471,-0.01668443290790389,-0.07069323784495651
VIC,2012-02-13,9.51,9.51,9.26,9.26,24220,0,0,0,0,0,0,0,0,2.225704048658088,-0.04239917269906934,-0.04332426080711471,0.026997840172786176,-0.026288117770767613,0.017967343288348613,0.02512889244369395,0.11272713542116122,0.3048273553413427,0.032918720879194674,9.642,8.9175,9.534384270535682,9.084162861631752,-0.039618336444721014,0.03840762545556475,-0.058943089430894324,0.12652068126520666,224277.19999999998,61897.0,58.46342707439837,-0.009264090959798299,0.03411183450686295,-0.03928974978599342,-0.026536727306085695,-0.00403451102112129,-0.016787533501029017,0.035016840237258595,0.01713103993018361,-0.046417172008536234
VIC,2012-02-14,9.09,9.59,9.09,9.59,52090,0,0,0,0,0,0,0,0,2.2607208888953467,0.0356371490280778,0.035016840237258595,0.05213764337851929,0.05500550055005501,0.0279608764727998,0.02590007575268563,0.11804061233517266,0.3187682585312468,0.03323965156738757,9.608,8.986,9.552922847023789,9.132337827190634,-0.0018734388009992164,0.06721566881816154,-0.01741803278688525,0.16666666666666652,499543.1,63407.0,63.974148415977325,-0.04332426080711471,-0.008163310639160759,0.011862416055599567,0.008901838023692044,0.023154424181659028,0.02611500221356655,0.0,-0.017885800307074984,-0.13011106064111155
VIC,2012-02-15,9.34,9.76,9.34,9.59,23410,0,0,0,0,0,0,0,0,2.2607208888953467,0.0,0.0,0.0437956204379562,0.02676659528907923,0.0279608764727998,0.024241434119009236,0.11358049494022296,0.3259990972075863,0.033993649343856756,9.574000000000002,9.067499999999999,9.56528189801586,9.175924700791526,0.0016711928138706256,0.057623380204025576,-0.01741803278688525,0.20477386934673358,224501.9,63669.5,63.974148415977325,0.035016840237258595,0.0,-0.007145842585199347,-0.009238044053912375,0.007145842585199347,0.009238044053912375,0.0,0.0,-0.09052498394704678
VIC,2012-02-16,9.76,9.76,9.42,9.59,53320,0,0,0,0,0,0,0,0,2.2607208888953467,0.0,0.0,0.0354535974973931,-0.017418032786885237,0.0279608764727998,0.024241434119009236,0.11358049494022296,0.3269991616927587,0.03409793135482364,9.54,9.149,9.573521265343906,9.215360443573287,0.00524109014675056,0.04820198928844688,-0.01741803278688525,0.20477386934673358,511338.8,64574.5,63.97414841597733,0.0,0.0,-0.002267231926454727,-0.005710318792221614,0.002267231926454727,0.005710318792221614,-0.008377012338047773,0.0,-0.1396576725246912
VIC,2012-02-17,9.34,9.76,9.34,9.51,24790,0,0,0,0,0,0,0,0,2.252343876557299,-0.008342022940563076,-0.008377012338047773,0.044164037854889586,0.018201284796573867,0.027918053970973477,0.024554259851842467,0.11333267868727187,0.3336420787147045,0.03508328903414348,9.508000000000001,9.222,9.552347510229271,9.243421353709165,0.00021034917963813626,0.03122966818477546,-0.016546018614270963,0.181366459627329,235752.9,62658.0,61.5035176650613,0.0,-0.009264090959798299,0.016979440441497573,0.0171670361027223,-0.025356452779545346,-0.025544048440770073,-0.00950878796902721,-0.018037624316547873,-0.15187496768538766
VIC,2012-02-20,9.59,9.76,9.17,9.42,12450,0,0,0,0,0,0,0,0,2.2428350885882717,-0.009463722397476282,-0.00950878796902721,0.06263269639065816,-0.01772679874869655,0.01822138838518852,0.023564711350428234,0.1106164365175497,0.35195335880651135,0.03736235231491628,9.54,9.301,9.508231673486181,9.260238367641625,-0.012578616352201144,0.01279432319105478,0.017278617710583255,0.20153061224489788,117279.0,61478.5,58.754474971379565,-0.008377012338047773,-0.04332426080711471,0.026136961600322195,0.0310281693042862,-0.035645749569349405,-0.04053695727331341,0.0,-0.026897802319898467,-0.14236617971636045
