stock_code,trading_date,open,high,low,close,volume,missing_ohlc,non_positive_ohlc,high_invalid,low_invalid,ohlc_invalid,zero_volume,missing_volume,hose_disruption,log_close,return,log_return,range_pct,open_close_pct,volatility_5d,volatility_20d,realized_vol_20d,atr_14,atr_14_pct,sma_5,sma_20,ema_5,ema_20,close_vs_sma5,close_vs_sma20,momentum_5d,momentum_20d,traded_value,volume_sma_20,rsi_14,lag_return_1,lag_return_5,vnindex_log_return,vn30_log_return,excess_return_vnindex,excess_return_vn30,target_log_return_1d,target_log_return_5d,target_log_return_20d
VCB,2012-02-07,5.55,5.62,5.44,5.55,502100,0,0,0,0,0,0,0,0,1.713797927758343,0.007259528130671544,0.007233304593520007,0.032432432432432386,0.0,0.0277215116908881,0.02183869880695874,0.10202083843426038,0.17450008203871975,0.03144145622319275,5.5280000000000005,5.0415,5.5063884766178655,5.186211174925494,0.003979739507959268,0.10086283844094024,0.0036166365280287938,0.17834394904458595,2786655.0,521142.0,65.54009510560311,-0.007233304593520007,0.009082714574319084,0.003371589462810576,0.004103576310870771,0.003861715130709431,0.0031297282826492356,0.040605754925943094,0.028421095909575866,0.208989803876116
VCB,2012-02-08,5.55,5.78,5.55,5.78,801310,0,0,0,0,0,0,0,0,1.7544036826842861,0.04144144144144146,0.040605754925943094,0.03979238754325267,0.04144144144144152,0.027801943078824536,0.02163269917215769,0.10723164679849884,0.17846436189309695,0.030876187178736494,5.606,5.100499999999999,5.597592317745244,5.242762491599256,0.031038173385658396,0.13322223311440085,0.07235621521335811,0.25652173913043486,4631571.8,552336.5,70.49871506112541,0.007233304593520007,-0.025642430613337597,0.02084925202727117,0.025641585435184133,0.019756502898671924,0.01496416949075896,-0.012184659016367227,-0.019214564944625367,0.1683840489501729
VCB,2012-02-09,5.76,5.89,5.69,5.71,410610,0,0,0,0,0,0,0,0,1.742219023667919,-0.01211072664359869,-0.012184659016367227,0.03502626970227658,-0.008680555555555525,0.02307741443678603,0.022000779647831707,0.10783369547773468,0.18000262175787568,0.031524101884041277,5.619999999999999,5.157,5.635061545163497,5.287261301923136,0.016014234875445066,0.10723288733759939,0.012411347517730542,0.2467248908296944,2344583.1,564606.5,67.32353367567796,0.040605754925943094,0.04533868058906165,0.00453150899687671,0.008101933678783091,-0.016716168013243937,-0.02028659269515032,-0.024823969728726247,-0.00702990592825814,0.131120432552559
VCB,2012-02-10,5.67,5.71,5.57,5.57,924610,0,0,0,0,0,0,0,0,1.7173950539391927,-0.024518388791593626,-0.024823969728726247,0.025134649910233335,-0.017636684303350907,0.02507776031106394,0.02239306118388871,0.10885981753519078,0.17714529163231313,0.031803463488745624,5.624,5.211,5.613374363442332,5.314188796978076,-0.009601706970127966,0.0688927269238151,0.003603603603603789,0.24053452115812912,5150077.7,595930.0,61.3702083565093,-0.012184659016367227,-0.016086137751624374,0.0,-0.014085350317970757,-0.024823969728726247,-0.01073861941075549,-0.016289952979268385,0.037008628745093475,0.16967459509318705
VCB,2012-02-13,5.46,5.67,5.44,5.48,673710,0,0,0,0,0,0,0,0,1.7011051009599243,-0.016157989228007152,-0.016289952979268385,0.04197080291970794,0.0036630036630037476,0.026101938186712623,0.022762011894694,0.10630699171376573,0.18092062794429073,0.0330147131285202,5.618,5.254,5.568916242294888,5.329980340123021,-0.024563901744393046,0.04301484583174742,-0.005444646098003547,0.18614718614718617,3691930.8000000003,611216.0,57.82987526268091,-0.024823969728726247,-0.007233304593520007,-0.03928974978599342,-0.026536727306085695,0.022999796806725037,0.01024677432681731,0.04111392270799463,0.09895317108282575,0.14577366748921028
VCB,2012-02-14,5.48,5.71,5.48,5.71,445320,0,0,0,0,0,0,0,0,1.742219023667919,0.041970802919707895,0.04111392270799463,0.04028021015761813,0.04197080291970794,0.032433347774740585,0.02390155723289956,0.11347096342081035,0.18442629737684138,0.032298826160567666,5.65,5.305999999999999,5.615944161529926,5.366172688682733,0.010619469026548645,0.07614021862042986,0.028828828828828756,0.2226980728051391,2542777.2,612490.0,63.60771925302809,-0.016289952979268385,0.007233304593520007,0.011862416055599567,0.008901838023692044,0.029251506652395065,0.03221208468430259,-0.00702990592825814,0.06606974751134653,0.12341029412659155
VCB,2012-02-15,5.76,5.8,5.67,5.67,529300,0,0,0,0,0,0,0,0,1.7351891177396608,-0.007005253940455369,-0.00702990592825814,0.022927689594356242,-0.015624999999999976,0.0259614727678415,0.024107976599072364,0.11368851796468736,0.180538704707067,0.031841041394544446,5.628,5.356,5.633962774353284,5.395108623093901,0.00746268656716409,0.05862584017923833,-0.01903114186851218,0.2141327623126339,3001131.0,609779.0,62.016303543339696,0.04111392270799463,0.040605754925943094,-0.007145842585199347,-0.009238044053912375,0.0001159366569412068,0.0022081381256542354,0.0,0.11641035184441129,0.14427593190749977
VCB,2012-02-16,5.57,5.76,5.57,5.67,465620,0,0,0,0,0,0,0,0,1.7351891177396608,0.0,0.0,0.03350970017636676,0.01795332136445236,0.025551332369793255,0.02409463694496789,0.1120745492887671,0.18121451151370505,0.031960231307531756,5.62,5.4015,5.645975182902189,5.421288754227816,0.008896797153024938,0.04970841432935291,-0.007005253940455369,0.19117647058823528,2640065.4,596925.0,62.01630354333969,-0.00702990592825814,-0.012184659016367227,-0.002267231926454727,-0.005710318792221614,0.002267231926454727,0.005710318792221614,0.019214564944625367,0.1304402000548497,0.1669184086572597
VCB,2012-02-17,5.71,5.82,5.71,5.78,517780,0,0,0,0,0,0,0,0,1.7544036826842861,0.01940035273368612,0.019214564944625367,0.019031141868512166,0.012259194395796898,0.022915107306963934,0.024179182238580756,0.11363240680452047,0.17898490354844043,0.030966246288657514,5.662000000000001,5.4515,5.690650121934794,5.455451730015643,0.020840692334863853,0.06025864440979545,0.037701974865349985,0.20920502092050208,2992768.4,599118.5,64.8232348068309,0.0,-0.024823969728726247,0.016979440441497573,0.0171670361027223,0.0022351245031277944,0.002047528841903068,0.04565458935846389,0.14021317198347671,0.1003305857051573
VCB,2012-02-20,5.87,6.05,5.87,6.05,634580,0,0,0,0,0,0,0,0,1.80005827204275,0.04671280276816603,0.04565458935846389,0.029752066115702434,0.030664395229982915,0.023637730643141872,0.025438305443765376,0.12103188185404948,0.18548598186640897,0.03065883997791884,5.776000000000001,5.5104999999999995,5.810433414623196,5.512075374776058,0.04743767313019376,0.09790400145177403,0.10401459854014594,0.2422997946611909,3839209.0,605060.0,70.57173966530893,0.019214564944625367,-0.016289952979268385,0.026136961600322195,0.0310281693042862,0.019517627758141698,0.014626420054177691,0.008230499136515412,0.10204925435417045,0.10204925435417045
VCB,2012-02-21,6.32,6.32,6.07,6.1,905480,0,0,0,0,0,0,0,0,1.8082887711792655,0.008264462809917328,0.008230499136515412,0.04098360655737705,-0.03481012658227858,0.02060133139905597,0.025204810612098408,0.12124158694755134,0.1915226974473798,0.0313971635159639,5.854,5.573,5.906955609748797,5.568068196225957,0.04202254868465993,0.09456307195406399,0.06830122591943955,0.25773195876288657,5523428.0,628359.5,71.50054868730142,0.04565458935846389,0.04111392270799463,-0.007443451064805373,0.0,0.015673950201320785,0.008230499136515412,0.043310698404806613,0.06505068504121247,0.14189793464330802
VCB,2012-02-22,6.19,6.37,6.12,6.37,1040520,0,0,0,0,0,0,0,0,1.851599469584072,0.04426229508196733,0.043310698404806613,0.03924646781789639,0.029079159935379597,0.020535486021406743,0.026191887696387577,0.12794528166931773,0.1971282190582813,0.030946345221080265,5.994000000000001,5.6455,6.061303739832532,5.644442653728246,0.06272939606272931,0.12833230006199625,0.1234567901234569,0.2947154471544715,6628112.4,670080.5,75.92024426033984,0.008230499136515412,-0.00702990592825814,0.018087600623873712,0.0,0.0252230977809329,0.043310698404806613,0.0140298482104384,0.009375068665455899,0.10142814724010529
VCB,2012-02-23,6.35,6.46,6.28,6.46,1053020,0,0,0,0,0,0,0,0,1.8656293177945105,0.014128728414442682,0.0140298482104384,0.02786377708978324,0.017322834645669343,0.01725547906164585,0.025174016828017825,0.1210505934652334,0.19590477483983262,0.03032581653867378,6.151999999999999,5.7115,6.194202493221688,5.722114781944604,0.05006501950585185,0.13105138755143142,0.1393298059964727,0.25680933852140075,6802509.2,698475.0,77.19006754218594,0.043310698404806613,0.0,0.013012174572168966,0.02327464273425317,0.001017673638269434,-0.00924479452381477,0.028987536873252395,0.03945883674054773,0.09446546625275931
VCB,2012-02-24,6.62,6.77,6.51,6.65,793320,0,0,0,0,0,0,0,0,1.8946168546677629,0.02941176470588247,0.028987536873252395,0.03909774436090222,0.004531722054380702,0.01683052626249973,0.025450964682387424,0.12325670940475238,0.20405443377984456,0.030684877260127,6.326,5.7825,6.346134995481126,5.810484802711784,0.051217198861840174,0.15002161694768712,0.1505190311418685,0.2715105162523901,5275578.0,704041.0,79.63200864572218,0.0140298482104384,0.019214564944625367,-0.001085776436745789,0.0,0.030073313309998184,0.028987536873252395,0.0074906717291576275,0.031090587070031095,0.05129329438755037
VCB,2012-02-27,6.62,6.72,6.55,6.7,662410,0,0,0,0,0,0,0,0,1.9021075263969205,0.007518796992481258,0.0074906717291576275,0.025373134328358197,0.012084592145015116,0.015443216530567534,0.02411367239296129,0.11431541226275636,0.20162197422414138,0.030092831973752444,6.456,5.843500000000001,6.464089996987418,5.895200535786852,0.03779429987608429,0.14657311542739793,0.1074380165289257,0.22262773722627727,4438147.0,696982.0,80.23177211699888,0.028987536873252395,0.04565458935846389,0.011692469797423222,0.0,-0.004201798068265594,0.0074906717291576275,-0.02876807017644256,0.0705836453360349,0.040941390377360776
VCB,2012-02-28,6.65,6.65,6.51,6.51,1190840,0,0,0,0,0,0,0,0,1.873339456220478,-0.028358208955223896,-0.02876807017644256,0.02150537634408611,-0.02105263157894745,0.027158443580508944,0.02563118653999422,0.11752922886857602,0.20079183320813132,0.030843599571141526,6.537999999999999,5.8925,6.479393331324946,5.953752865711914,-0.004282655246252598,0.10479422995333043,0.06721311475409841,0.17721518987341756,7752368.399999999,717047.0,71.60331369454033,0.0074906717291576275,0.008230499136515412,-0.014554175765046473,0.0,-0.014213894411396089,-0.02876807017644256,-0.012364917970949962,0.04944827541398111,0.034720468703737684
VCB,2012-02-29,6.41,6.55,6.39,6.43,877660,0,0,0,0,0,0,0,0,1.860974538249528,-0.01228878648233489,-0.012364917970949962,0.024883359253499247,0.003120124804992133,0.022672333213350337,0.024870310221646662,0.11536237075888572,0.19787813083612193,0.030774203862538405,6.55,5.9445,6.462928887549964,5.999109735644113,-0.018320610687022953,0.0816721339052906,0.009419152276294973,0.19294990723562155,5643353.8,714050.0,68.27393767794433,-0.02876807017644256,0.043310698404806613,0.0033575327689554513,0.01826211862376148,-0.015722450739905414,-0.030627036594711443,0.04411361628553023,0.061813193384931076,0.06473290348826599
VCB,2012-03-01,6.43,6.72,6.41,6.72,921140,0,0,0,0,0,0,0,0,1.9050881545350582,0.04510108864696738,0.04411361628553023,0.04613095238095232,0.045101088646967345,0.029628920404904963,0.024776971620294897,0.11488642988334459,0.2058868357763989,0.03063792199053555,6.601999999999999,5.9985,6.548619258366642,6.067765951297055,0.017873371705543928,0.1202800700175044,0.04024767801857587,0.1914893617021276,6190060.8,718877.0,73.14807580327054,-0.012364917970949962,0.0140298482104384,0.010122328352150767,0.0,0.033991287933379466,0.04411361628553023,0.02061928720273576,-0.03174869831458027,0.010362787035546495
VCB,2012-03-02,6.72,6.96,6.72,6.86,756280,0,0,0,0,0,0,0,0,1.925707441737794,0.02083333333333348,0.02061928720273576,0.03498542274052481,0.02083333333333342,0.028348035411308103,0.024192213669707634,0.11560831695135658,0.208323490363799,0.030367855738163117,6.644,6.064,6.652412838911095,6.143216813078288,0.032510535821794084,0.1312664907651715,0.03157894736842115,0.23603603603603607,5188080.8,725513.0,75.13416787465896,0.04411361628553023,0.028987536873252395,0.026858856201847026,0.03714319679096256,-0.006239568999111267,-0.016523909588226804,0.04698372999516143,-0.03863779270541423,0.0
VCB,2012-03-05,6.98,7.19,6.98,7.19,1627870,0,0,0,0,0,0,0,0,1.9726911717329554,0.048104956268221644,0.04698372999516143,0.029207232267037544,0.03008595988538681,0.03377395405898807,0.02510951397022924,0.12458103040688383,0.21701466962352764,0.030182846957375192,6.742,6.148000000000001,6.831608559274064,6.242910449927975,0.0664491248887571,0.16948601171112543,0.07313432835820888,0.3049001814882033,11704385.3,786674.0,79.06487061910163,0.02061928720273576,0.0074906717291576275,0.039277581417962004,0.0,0.007706148577199423,0.04698372999516143,-0.04990344009849634,-0.12581240328382082,-0.04407251978770321
VCB,2012-03-06,7.5,7.5,6.84,6.84,1170940,0,0,0,0,0,0,0,0,1.922787731634459,-0.04867872044506261,-0.04990344009849634,0.09649122807017546,-0.08800000000000002,0.04102698859471435,0.028813948439997305,0.13400920033923971,0.24865647893613282,0.036353286394171465,6.808,6.2125,6.834405706182709,6.299776121363406,0.004700352526439522,0.10100603621730375,0.05069124423963145,0.2324324324324325,8009229.6,820116.0,66.97271099167476,0.04698372999516143,-0.02876807017644256,-0.027068521781187904,0.009625055777521041,-0.02283491831730844,-0.059528495876017384,0.0,-0.057158413839948574,0.0
VCB,2012-03-07,6.74,6.84,6.62,6.84,1003090,0,0,0,0,0,0,0,0,1.922787731634459,0.0,0.0,0.03216374269005844,0.014836795252225466,0.03970143633790146,0.02799622065228208,0.12770919482346108,0.2466095875835519,0.03605403327244911,6.890000000000001,6.2655,6.836270470788474,6.351226014566891,-0.007256894049346929,0.09169260234618148,0.0637636080870918,0.18339100346020754,6861135.6,830205.0,66.97271099167477,-0.04990344009849634,-0.012364917970949962,-0.002204675703468162,-0.004949187375499875,0.002204675703468162,0.004949187375499875,-0.04944827541398111,-0.043322681987298495,0.0
VCB,2012-03-08,6.67,6.86,6.51,6.51,1009420,0,0,0,0,0,0,0,0,1.873339456220478,-0.04824561403508776,-0.04944827541398111,0.05376344086021514,-0.02398800599700152,0.04291420276305454,0.03056199572989651,0.13640492831466364,0.25399461704186965,0.039016070206124374,6.848000000000001,6.3055,6.727513647192317,6.366347346512902,-0.04935747663551415,0.032432003806200926,-0.03125,0.14010507880910672,6571324.2,860145.5,57.37707103765383,0.0,0.04411361628553023,-0.028231365131947683,-0.033874287561387995,-0.02121691028203343,-0.015573987852593119,0.013730192811901798,0.02876807017644256,0.04505266394094298
VCB,2012-03-09,6.51,6.62,6.36,6.6,968870,0,0,0,0,0,0,0,0,1.8870696490323797,0.01382488479262678,0.013730192811901798,0.03939393939393936,0.013824884792626706,0.04193118931345158,0.029681750355435917,0.1348280133729182,0.2544235729674504,0.03854902620718945,6.796000000000001,6.357,6.685009098128212,6.3885999801783395,-0.028840494408475803,0.03822557810287863,-0.03790087463556857,0.18491921005385992,6394542.0,862358.5,59.0982696951147,-0.04944827541398111,0.02061928720273576,0.0010419441302937926,-0.004139010908504659,0.012688248681608005,0.017869203720406457,-0.04019088058324516,-0.032335380642936284,0.031322471129041185
