series,jb_stat,jb_pval,jb_normal,t_df,t_loc,t_scale,loglik_t,loglik_normal,loglik_diff
FPT_log_return,1597.834249297584,0.0,False,2.8414424726524627,0.0005363190990075081,0.010182284210682254,9699.995896689663,9387.078049351367,312.91784733829627
VCB_log_return,908.8507751394043,4.4214196978230495e-198,False,2.862137426608868,0.00018710814461416478,0.01155136398256328,9271.725117182872,9015.932408209219,255.79270897365313
VIC_log_return,1710.5425525671499,0.0,False,1.7839621933197154,-0.00011505743341602408,0.008898297198186886,9352.843458798554,8830.340962520499,522.5024962780553
VNM_log_return,1700.1216000004652,0.0,False,3.1446766009454477,-0.00015738356338531467,0.00973801131482465,9985.666595608196,9718.20823104276,267.45836456543657
HPG_log_return,346.6767354492147,5.249324191767767e-76,False,3.586122282940266,0.0005909226731172644,0.01502813480696944,8628.610638737156,8483.441458975445,145.16917976171135
VNINDEX_log_return,3696.5852846494163,0.0,False,2.9706358055390343,0.001221221008855032,0.007291483795900729,10918.818982282552,10561.93666550789,356.8823167746614
VN30_log_return,3245.6545657629486,0.0,False,3.0613890346671147,0.0010932067186838084,0.007715921647828656,10757.642597386352,10414.636429844884,343.0061675414672
