,FPT_close,VCB_close,VIC_close,VNM_close,HPG_close,VNINDEX_close,VN30_close
FPT_close,1.0,0.8958839919588457,0.37045899330805054,0.24842867454873296,0.8333392509285156,0.7981723471686412,0.824712373225933
VCB_close,0.8958839919588457,1.0,0.5614710924719473,0.5218934101179044,0.9078507385828845,0.9112499384622629,0.8877036498383665
VIC_close,0.37045899330805054,0.5614710924719473,1.0,0.5923556287313145,0.594935149590508,0.7341454114186606,0.7184893211138988
VNM_close,0.24842867454873296,0.5218934101179044,0.5923556287313145,1.0,0.4844510953762669,0.6315747036652101,0.5208271382709003
HPG_close,0.8333392509285156,0.9078507385828845,0.594935149590508,0.4844510953762669,1.0,0.9535091460805115,0.9629156684888087
VNINDEX_close,0.7981723471686412,0.9112499384622629,0.7341454114186606,0.6315747036652101,0.9535091460805115,1.0,0.9857137358340899
VN30_close,0.824712373225933,0.8877036498383665,0.7184893211138988,0.5208271382709003,0.9629156684888087,0.9857137358340899,1.0
