index_code,trading_date,open,high,low,close,volume,missing_ohlc,non_positive_ohlc,high_invalid,low_invalid,ohlc_invalid,zero_volume,hose_disruption,log_close,return,log_return,range_pct,traded_value
VN30,2012-02-06,447.47,447.47,447.47,447.47,13467070,0,0,0,0,0,0,0,6.1036094963615435,,,0.0,6026109812.900001
VN30,2012-02-07,449.31,449.31,449.31,449.31,17261070,0,0,0,0,0,0,0,6.107713072672414,0.0041120075088831864,0.004103576310870771,0.0,7755571361.7
VN30,2012-02-08,460.98,460.98,460.98,460.98,20406280,0,0,0,0,0,0,0,6.133354658107598,0.025973158843560107,0.025641585435184133,0.0,9406886954.4
VN30,2012-02-09,464.73,464.73,464.73,464.73,20379320,0,0,0,0,0,0,0,6.1414565917863815,0.008134843160223948,0.008101933678783091,0.0,9470881383.6
VN30,2012-02-10,458.23,458.23,458.23,458.23,20816360,0,0,0,0,0,0,0,6.127371241468411,-0.013986615884492015,-0.014085350317970757,0.0,9538680642.800001
VN30,2012-02-13,446.23,446.23,446.23,446.23,13169260,0,0,0,0,0,0,0,6.100834514162325,-0.026187722322850937,-0.026536727306085695,0.0,5876518889.8
VN30,2012-02-14,450.22,450.22,450.22,450.22,12913010,0,0,0,0,0,0,0,6.109736352186017,0.008941577213544605,0.008901838023692044,0.0,5813695362.200001
VN30,2012-02-15,446.08,446.08,446.08,446.08,12467930,0,0,0,0,0,0,0,6.100498308132105,-0.009195504420061451,-0.009238044053912375,0.0,5561694214.4
VN30,2012-02-16,441.93,445.37,439.63,443.54,16595430,0,0,0,0,0,0,0,6.094787989339883,-0.005694045911047274,-0.005710318792221614,0.012941335617982615,7360737022.200001
VN30,2012-02-17,445.44,451.22,445.44,451.22,13335610,0,0,0,0,0,0,0,6.111955025442605,0.0173152365062903,0.0171670361027223,0.012809715881388302,6017293944.200001
VN30,2012-02-20,459.71,465.45,459.17,465.44,18064580,0,0,0,0,0,0,0,6.142983194746892,0.031514560524799284,0.0310281693042862,0.013492609144035692,8407978115.2
VN30,2012-02-21,459.71,475.54,460.72,462.27,25524870,0,0,0,1,1,0,0,6.136149135961872,-0.00681075971124101,-0.00683405878501997,,11799381654.9
VN30,2012-02-22,459.71,470.97,460.85,470.97,19632000,0,0,0,1,1,0,0,6.154794397720336,0.018820170030501737,0.018645261758464038,,9246083040.0
VN30,2012-02-23,471.23,476.4,467.88,476.4,25663390,0,0,0,0,0,0,0,6.166257837481145,0.011529396776864598,0.011463439760809102,0.01788413098236772,12226038996.0
VN30,2012-02-24,471.23,483.72,476.93,477.77,26683350,0,0,0,1,1,0,0,6.169129445143161,0.002875734676742292,0.002871607662016551,,12748504129.5
VN30,2012-02-27,471.23,487.49,477.77,485.85,23089780,0,0,0,1,1,0,0,6.185899934285448,0.01691190321702929,0.01677048914228685,,11218169613.0
VN30,2012-02-28,477.77,490.17,479.53,480.89,29995430,0,0,0,1,1,0,0,6.1756385537234735,-0.010208912215704524,-0.010261380561974676,,14424502332.699999
VN30,2012-02-29,479.93,485.18,476.39,485.18,28501670,0,0,0,0,0,0,0,6.184519956104906,0.008920959055085387,0.008881402381432757,0.01811698750979022,13828440250.6
VN30,2012-03-01,479.93,491.01,484.33,491.01,22342000,0,0,0,1,1,0,0,6.196464494185903,0.012016158951317024,0.01194453808099638,,10970145420.0
VN30,2012-03-02,495.69,503.74,495.45,503.54,26665530,0,0,0,0,0,0,0,6.221663152895869,0.025518828537097082,0.025198658709966182,0.016463438852921355,13427160976.2
VN30,2012-03-05,495.45,527.47,507.83,524.94,29555260,0,0,0,1,1,0,0,6.263283970346229,0.04249910632720355,0.04162081745035984,,15514738184.400002
VN30,2012-03-06,534.73,534.73,507.2,508.41,45858720,0,0,0,0,0,0,0,6.23128820867339,-0.03148931306435021,-0.031995761672838796,0.05414921028303934,23315031835.2
VN30,2012-03-07,504.44,505.9,494.59,505.9,36337800,0,0,0,0,0,0,0,6.22633902129789,-0.004936960327294959,-0.004949187375499875,0.022356196876853137,18383293020.0
VN30,2012-03-08,495.63,503.39,489.05,489.05,28423440,0,0,0,0,0,0,0,6.192464733736502,-0.033306977663569826,-0.033874287561387995,0.029322155198854873,13900483332.0
